name,Team,DATE,vs,result,bat_order,position,start_member,ab,score,hit,2_hit,3_hit,homerun,tb,rbi,sb,cs,bb,hpp,ibb,so,gdp,sh,sf,avg,obp,slg,ops,pitch,avLI,RE24,WPA,GYEAR,PCODE,POSITION,AGE_VA,MONEY,G_ID,power_barrel,contact_barrel,clutch_barrel
나성범,NC,20200505,@삼성,W 4:0,3,DH,1,3,1,2,0,0,1,5,1,0,0,1,0,0,0,0,0,0,0.667,,1.6669999999999998,2.417,20,0.49,1.15,0.129,2020,62947,외,30,50000만원,0.0,2.0,0.0,0.0
나성범,NC,20200506,@삼성,W 4:3,3,DH,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.28600000000000003,,0.7140000000000001,1.159,19,0.61,-1.52,-0.08,2020,62947,외,30,50000만원,0.0,1.0,0.0,0.0
나성범,NC,20200507,@삼성,W 8:2,3,DH,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.2,,0.5,0.885,11,0.39,-0.87,-0.03,2020,62947,외,30,50000만원,0.0,1.0,1.0,1.0
나성범,NC,20200508,LG,W 13:5,3,DH,1,3,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0.154,,0.385,0.774,27,0.85,0.79,0.054000000000000006,2020,62947,외,30,50000만원,0.0,0.0,0.0,0.0
나성범,NC,20200510,LG,L 8:10,3,DH,1,5,2,3,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0.278,,0.444,0.879,15,0.54,1.04,0.10400000000000001,2020,62947,외,30,50000만원,0.0,0.0,0.0,0.0
나성범,NC,20200512,KT,W 7:6,3,DH,1,5,2,2,0,0,1,5,2,0,0,0,0,0,2,0,0,0,0.304,,0.565,0.9940000000000001,23,1.29,1.3,0.43,2020,62947,외,30,50000만원,0.0,2.0,0.0,1.0
나성범,NC,20200513,KT,W 5:4,3,DH,1,5,1,2,0,0,1,5,1,0,0,0,0,0,1,0,0,0,0.321,,0.643,1.067,27,2.13,1.32,0.39299999999999996,2020,62947,외,30,50000만원,0.0,1.0,0.0,0.0
나성범,NC,20200514,KT,W 1:0,3,DH,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.281,,0.563,0.941,15,1.09,-1.47,-0.13,2020,62947,외,30,50000만원,0.0,0.0,0.0,0.0
나성범,NC,20200516,@SK,W 2:1,3,DH,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.237,,0.474,0.843,15,0.8,-0.29,-0.040999999999999995,2020,62947,외,30,50000만원,0.0,1.0,0.0,0.0
나성범,NC,20200517,@SK,W 11:5,3,DH,1,3,3,2,0,0,1,5,1,0,0,2,0,0,0,0,0,0,0.268,,0.561,0.973,18,0.52,1.56,0.026000000000000002,2020,62947,외,30,50000만원,0.0,1.0,0.0,1.0
나성범,NC,20200519,@두산,W 5:4,3,DH,1,5,1,2,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0.28300000000000003,,0.5429999999999999,0.9540000000000001,19,0.67,-0.46,0.055,2020,62947,외,30,50000만원,0.0,0.0,1.0,0.0
나성범,NC,20200520,@두산,L 1:2,3,DH,1,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.255,,0.49,0.867,20,1.31,-1.13,-0.172,2020,62947,외,30,50000만원,0.0,0.0,1.0,0.0
나성범,NC,20200521,@두산,W 12:6,3,DH,1,6,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.263,,0.474,0.847,15,1.56,0.15,0.159,2020,62947,외,30,50000만원,0.0,0.0,2.0,0.0
나성범,NC,20200522,한화,L 3:5,3,DH,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0.24600000000000002,,0.44299999999999995,0.795,13,0.9,-1.13,-0.113,2020,62947,외,30,50000만원,0.0,0.0,0.0,0.0
나성범,NC,20200523,한화,W 3:0,3,DH,1,4,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0.27699999999999997,,0.462,0.835,9,0.66,1.08,0.095,2020,62947,외,30,50000만원,0.0,0.0,1.0,0.0
나성범,NC,20200524,한화,W 10:5,3,RF,1,4,1,2,1,0,0,3,3,0,0,1,0,0,1,0,0,0,0.29,,0.478,0.866,16,1.53,3.28,0.39,2020,62947,외,30,50000만원,0.0,1.0,1.0,0.0
나성범,NC,20200526,키움,W 7:2,3,DH,1,3,1,2,2,0,0,4,1,0,0,1,0,0,1,0,0,0,0.306,,0.514,0.919,13,0.37,1.54,0.109,2020,62947,외,30,50000만원,0.0,2.0,0.0,2.0
나성범,NC,20200527,키움,W 10:3,3,DH,1,3,1,2,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0.32,,0.52,0.94,17,0.7,0.56,0.047,2020,62947,외,30,50000만원,0.0,0.0,0.0,0.0
나성범,NC,20200528,키움,W 9:6,3,DH,1,3,3,2,0,0,2,8,3,0,0,1,0,0,1,0,0,0,0.33299999999999996,,0.603,1.037,20,1.4,2.25,0.258,2020,62947,외,30,50000만원,0.0,2.0,0.0,1.0
나성범,NC,20200529,@삼성,L 4:5,3,DH,1,4,1,1,0,0,1,4,1,0,0,0,0,0,2,0,0,0,0.32899999999999996,,0.622,1.0490000000000002,18,0.64,0.25,0.037000000000000005,2020,62947,외,30,50000만원,0.0,2.0,0.0,2.0
나성범,NC,20200530,@삼성,L 1:9,3,DH,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.314,,0.593,1.003,18,0.8,-1.02,-0.081,2020,62947,외,30,50000만원,0.0,0.0,0.0,0.0
나성범,NC,20200531,@삼성,W 18:7,3,RF,1,5,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0.308,,0.5820000000000001,0.982,23,0.24,-0.23,-0.011000000000000001,2020,62947,외,30,50000만원,0.0,0.0,0.0,0.0
나성범,NC,20200602,SK,L 2:8,3,DH,1,3,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0.309,,0.574,0.978,18,0.56,-0.36,-0.07,2020,62947,외,30,50000만원,0.0,0.0,1.0,0.0
나성범,NC,20200603,SK,W 8:6,3,DH,1,4,2,3,1,0,1,7,2,0,0,1,0,0,1,0,0,0,0.327,,0.622,1.044,14,0.71,2.89,0.26,2020,62947,외,30,50000만원,0.0,1.0,1.0,1.0
나성범,NC,20200604,SK,W 10:0,3,DH,1,4,1,2,1,0,0,3,2,0,0,1,0,0,1,0,0,0,0.33299999999999996,,0.627,1.056,24,0.71,1.82,0.067,2020,62947,외,30,50000만원,0.0,1.0,0.0,0.0
나성범,NC,20200605,@한화,W 13:2,3,DH,1,5,2,3,1,0,2,10,4,0,0,1,0,0,2,0,0,0,0.34600000000000003,,0.6920000000000001,1.1320000000000001,28,0.67,2.6,0.13,2020,62947,외,30,50000만원,0.0,2.0,0.0,0.0
나성범,NC,20200606,@한화,W 14:2,3,DH,1,4,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.342,,0.6759999999999999,1.11,20,0.53,-0.03,-0.009000000000000001,2020,62947,외,30,50000만원,0.0,0.0,1.0,0.0
나성범,NC,20200607,@한화,W 8:2,3,RF,1,5,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0.336,,0.664,1.089,12,0.71,-0.26,0.05,2020,62947,외,30,50000만원,0.0,0.0,1.0,0.0
나성범,NC,20200609,두산,W 12:8,3,DH,1,5,2,2,2,0,0,4,1,0,0,0,0,0,2,0,0,0,0.33899999999999997,,0.669,1.094,18,0.65,1.65,0.073,2020,62947,외,30,50000만원,0.0,0.0,0.0,0.0
나성범,NC,20200610,두산,L 1:9,3,DH,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.32799999999999996,,0.648,1.061,21,1.08,-1.29,-0.10800000000000001,2020,62947,외,30,50000만원,0.0,0.0,0.0,0.0
나성범,NC,20200611,두산,W 7:5,3,RF,1,4,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.326,,0.636,1.044,22,0.56,-0.87,-0.042,2020,62947,외,30,50000만원,0.0,0.0,1.0,0.0
나성범,NC,20200612,키움,L 2:3,3,DH,1,5,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0.321,,0.619,1.021,25,2.27,-1.25,-0.244,2020,62947,외,30,50000만원,0.0,0.0,0.0,0.0
나성범,NC,20200613,키움,L 5:18,3,DH,1,3,0,1,0,0,0,1,1,0,0,1,1,0,2,0,0,0,0.321,,0.613,1.021,22,0.3,0.62,-0.009000000000000001,2020,62947,외,30,50000만원,0.0,0.0,0.0,0.0
나성범,NC,20200614,키움,W 9:5,3,DH,1,4,1,1,0,0,1,4,2,0,0,0,0,0,2,0,0,0,0.319,,0.624,1.028,17,1.28,0.23,0.054000000000000006,2020,62947,외,30,50000만원,0.0,1.0,0.0,0.0
나성범,NC,20200616,@KIA,L 4:7,3,DH,1,5,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0.315,,0.61,1.0070000000000001,22,0.78,-0.06,-0.003,2020,62947,외,30,50000만원,0.0,0.0,1.0,0.0
