name,Team,DATE,vs,result,bat_order,position,start_member,ab,score,hit,2_hit,3_hit,homerun,tb,rbi,sb,cs,bb,hpp,ibb,so,gdp,sh,sf,avg,obp,slg,ops,pitch,avLI,RE24,WPA,GYEAR,PCODE,POSITION,AGE_VA,MONEY,G_ID,power_barrel,contact_barrel,clutch_barrel
박민우,NC,20190413,롯데,W 7:5,1,2B,1,4,0,2,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0.5,,0.75,1.35,18,0.92,-0.14,0.023,2019,62907,내,26,38000만원,0.0,0.0,0.0,0.0
박민우,NC,20190414,롯데,W 8:1,1,2B,1,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.5,,0.625,1.181,20,0.37,0.02,-0.004,2019,62907,내,26,38000만원,0.0,0.0,1.0,0.0
박민우,NC,20190416,LG,L 2:7,1,2B,1,5,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.462,,0.5379999999999999,1.038,21,2.36,-0.13,-0.08800000000000001,2019,62907,내,26,38000만원,0.0,0.0,1.0,0.0
박민우,NC,20190417,LG,L 2:4,1,2B,1,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.33299999999999996,,0.389,0.789,26,1.38,-0.65,-0.156,2019,62907,내,26,38000만원,0.0,1.0,0.0,0.0
박민우,NC,20190418,LG,L 1:6,2,2B,1,4,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0.364,,0.409,0.826,20,0.58,0.18,0.042,2019,62907,내,26,38000만원,0.0,0.0,2.0,0.0
박민우,NC,20190419,@SK,W 14:11,1,2B,1,5,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.37,,0.40700000000000003,0.821,19,0.5,0.04,-0.027000000000000003,2019,62907,내,26,38000만원,0.0,0.0,1.0,0.0
박민우,NC,20190420,@SK,L 4:10,1,2B,1,3,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0.36700000000000005,,0.4,0.794,11,1.25,-0.06,-0.024,2019,62907,내,26,38000만원,0.0,0.0,0.0,0.0
박민우,NC,20190421,@SK,L 1:4,2,2B,1,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.364,,0.39399999999999996,0.799,17,1.25,0.93,0.09300000000000001,2019,62907,내,26,38000만원,0.0,0.0,0.0,0.0
박민우,NC,20190423,@KT,W 4:3,2,2B,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316,,0.342,0.6990000000000001,16,1.45,-1.77,-0.184,2019,62907,내,26,38000만원,0.0,0.0,1.0,0.0
박민우,NC,20190424,@KT,W 10:2,1,2B,1,4,1,1,1,0,0,2,2,0,1,0,1,0,0,0,0,0,0.31,,0.35700000000000004,0.7190000000000001,19,1.05,1.21,0.152,2019,62907,내,26,38000만원,0.0,1.0,0.0,0.0
박민우,NC,20190427,한화,W 15:1,1,2B,1,3,1,2,1,0,0,3,1,0,0,0,0,0,0,0,0,1,0.33299999999999996,,0.4,0.773,18,1.06,0.32,0.037000000000000005,2019,62907,내,26,38000만원,0.0,0.0,2.0,0.0
박민우,NC,20190428,한화,W 10:4,1,2B,1,3,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.33299999999999996,,0.396,0.778,13,0.63,-0.09,-0.011000000000000001,2019,62907,내,26,38000만원,0.0,0.0,0.0,0.0
박민우,NC,20190501,@롯데,W 9:5,1,2B,1,5,3,3,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0.35200000000000004,,0.40700000000000003,0.8109999999999999,20,1.2,1.1,0.142,2019,62907,내,26,38000만원,0.0,0.0,2.0,0.0
박민우,NC,20190502,@롯데,W 7:6,1,2B,1,4,2,2,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0.36200000000000004,,0.414,0.8320000000000001,27,1.11,1.46,0.14300000000000002,2019,62907,내,26,38000만원,0.0,0.0,1.0,0.0
박민우,NC,20190503,KIA,L 4:8,1,2B,1,5,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0.365,,0.413,0.8290000000000001,23,0.59,-0.16,-0.013999999999999999,2019,62907,내,26,38000만원,0.0,0.0,1.0,0.0
박민우,NC,20190504,KIA,W 4:1,1,2B,1,4,0,3,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0.38799999999999996,,0.433,0.867,17,0.88,1.61,0.17600000000000002,2019,62907,내,26,38000만원,0.0,0.0,2.0,0.0
박민우,NC,20190505,KIA,W 10:3,1,2B,1,4,1,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0.39399999999999996,,0.43700000000000006,0.8809999999999999,20,0.26,0.83,0.031,2019,62907,내,26,38000만원,0.0,0.0,0.0,0.0
박민우,NC,20190507,@삼성,L 3:6,1,2B,1,4,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0.387,,0.42700000000000005,0.8690000000000001,19,0.76,-0.62,-0.057999999999999996,2019,62907,내,26,38000만원,0.0,0.0,0.0,0.0
박민우,NC,20190508,@삼성,L 0:2,3,2B,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37200000000000005,,0.41,0.8370000000000001,8,0.46,-0.35,-0.035,2019,62907,내,26,38000만원,0.0,0.0,0.0,0.0
박민우,NC,20190509,@삼성,L 4:6,3,2B,1,4,2,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0.37799999999999995,,0.415,0.851,12,0.94,0.24,-0.01,2019,62907,내,26,38000만원,0.0,0.0,0.0,0.0
박민우,NC,20190510,두산,W 12:11,1,2B,1,4,2,3,1,0,0,4,2,1,0,0,0,0,0,0,1,0,0.395,,0.442,0.8909999999999999,12,0.44,1.96,0.145,2019,62907,내,26,38000만원,0.0,0.0,1.0,0.0
박민우,NC,20190511,두산,L 0:12,1,2B,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.374,,0.418,0.845,20,0.36,-1.83,-0.044000000000000004,2019,62907,내,26,38000만원,0.0,0.0,0.0,0.0
