Team,name
NC,박민우
NC,양의지
NC,박석민
NC,권희동
NC,김태진
NC,노진혁
NC,모창민
NC,김성욱
NC,이원재
NC,이상호
NC,이명기
NC,스몰린스키
NC,베탄코트
NC,지석훈
NC,김찬형
NC,손시헌
NC,김형준
NC,나성범
NC,강진성
NC,이우성
NC,정범모
NC,김태군
NC,김진형
NC,김준완
NC,최승민
NC,박헌욱
NC,이인혁
NC,오영수
NC,유영준
NC,윤여운
kt,로하스
kt,유한준
kt,김민혁
kt,황재균
kt,강백호
kt,박경수
kt,심우준
kt,장성우
kt,오태곤
kt,박승욱
kt,조용호
kt,윤석민
kt,강민국
kt,배정대
kt,문상철
kt,송민섭
kt,이준수
kt,안승한
kt,이해창
kt,김진곤
kt,이대형
kt,고명성
kt,김영환
kt,정현
kt,안치영
kt,김병희
kt,오승택
kt,김재윤
kt,박민석
kt,정성곤
LG,이천웅
LG,김현수
LG,오지환
LG,채은성
LG,이형종
LG,유강남
LG,정주현
LG,김민성
LG,조셉
LG,박용택
LG,페게로
LG,김용의
LG,전민수
LG,구본혁
LG,신민재
LG,이성우
LG,윤진호
LG,양종민
LG,백승현
LG,홍창기
LG,서상우
LG,정상호
LG,박지규
LG,류형우
LG,김재율
LG,김재성
LG,전준호
LG,정우영
LG,신정락
LG,양원혁
두산,페르난데스
두산,김재환
두산,허경민
두산,박건우
두산,오재일
두산,정수빈
두산,박세혁
두산,김재호
두산,최주환
두산,류지혁
두산,오재원
두산,정진호
두산,김인태
두산,신성현
두산,백동훈
두산,장승현
두산,이흥련
두산,국해성
두산,정병곤
두산,김경호
두산,김대한
두산,이유찬
두산,서예일
두산,송승환
두산,박유연
두산,배영수
두산,함덕주
두산,권혁
두산,이영하
두산,김승회
키움,이정후
키움,김하성
키움,샌즈
키움,박병호
키움,서건창
키움,임병욱
키움,장영석
키움,김혜성
키움,박동원
키움,송성문
키움,이지영
키움,김규민
키움,박정음
키움,허정협
키움,김지수
키움,주효상
키움,임동휘
키움,김웅빈
키움,김은성
키움,예진원
키움,김주형
키움,추재현
키움,윤영삼
키움,
키움,
키움,
키움,
키움,
키움,
키움,
KIA,최형우
KIA,박찬호
KIA,이창진
KIA,김선빈
KIA,안치홍
KIA,터커
KIA,김주찬
KIA,이명기
KIA,한승택
KIA,최원준
KIA,유민상
KIA,류승현
KIA,나지완
KIA,황윤호
KIA,김민식
KIA,이우성
KIA,신범수
KIA,문선재
KIA,유재신
KIA,오선우
KIA,백용환
KIA,박준태
KIA,해즐베이커
KIA,고장혁
KIA,이범호
KIA,오정환
KIA,황대인
KIA,최정용
KIA,한준수
KIA,홍재호
롯데,전준우
롯데,손아섭
롯데,이대호
롯데,민병헌
롯데,신본기
롯데,강로한
롯데,윌슨
롯데,오윤석
롯데,정훈
롯데,나균안
롯데,한동희
롯데,아수아헤
롯데,채태인
롯데,허일
롯데,안중열
롯데,김문호
롯데,김준태
롯데,고승민
롯데,김동한
롯데,문규현
롯데,조홍석
롯데,전병우
롯데,나경민
롯데,배성근
롯데,김민수
롯데,정보근
롯데,이병규
롯데,신용수
롯데,정준혁
롯데,황진수
삼성,박해민
삼성,러프
삼성,김상수
삼성,구자욱
삼성,김헌곤
삼성,이원석
삼성,이학주
삼성,강민호
삼성,최영진
삼성,김동엽
삼성,박계범
삼성,윌리엄슨
삼성,김도환
삼성,김성훈
삼성,박한이
삼성,공민규
삼성,송준석
삼성,이성규
삼성,백승민
삼성,김민수
삼성,손주인
삼성,박찬도
삼성,김호재
삼성,이성곤
삼성,박승규
삼성,김응민
삼성,최선호
삼성,이현동
삼성,김재현
삼성,양우현
SK,최정
SK,로맥
SK,고종욱
SK,이재원
SK,한유섬
SK,김성현
SK,김강민
SK,노수광
SK,정의윤
SK,나주환
SK,최항
SK,안상현
SK,허도환
SK,배영섭
SK,김창평
SK,김재현
SK,강승호
SK,박정권
SK,최준우
SK,정현
SK,남태혁
SK,최승준
SK,정진기
SK,최경모
SK,박승욱
SK,김성민
SK,이현석
SK,임재현
SK,최민재
SK,채현우
한화,정은원
한화,호잉
한화,김태균
한화,송광민
한화,이성열
한화,오선진
한화,최재훈
한화,장진혁
한화,정근우
한화,노시환
한화,김민하
한화,강경학
한화,최진행
한화,양성우
한화,김회성
한화,지성준
한화,변우혁
한화,유장혁
한화,백진우
한화,김인환
한화,이동훈
한화,김종민
한화,하주석
한화,이창열
한화,최윤석
한화,장운호
한화,박한결
한화,이원석
한화,김태연
한화,박준혁
